,CarModel,AgeOfCar,Price,OdoMeterReading,Fuel_Type,DealingType,GearSystem,NoOfOwners,CarCompany,Scalled_Price,Scaled_OdoMeterReading,Fuel_Type_le,DealingType_le,GearSystem_le,NoOfOwners_le,CarCompany_le
1323,Tata Hexa XT,4,1375000.0,44000,Diesel,Direct Owner,Manual,First Owner,Tata,0.12162162162162161,-0.5621031804494312,1,1,1,0,25
1324,Hyundai Grand i10 1.2 Kappa Sportz Option,10,431250.0,48000,Petrol,Broker,Manual,First Owner,Hyundai,0.0365990990990991,-0.476337548332882,4,0,1,0,10
1325,Mahindra XUV500 W8 2WD,11,888750.0,57600,Diesel,Broker,Manual,First Owner,Mahindra,0.07781531531531531,-0.2705000312531639,1,0,1,0,17
1326,Tata Manza ELAN Quadrajet BS IV,12,206250.0,104000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.016328828828828825,0.7243813012988068,1,1,1,2,25
1327,Tata Xenon XT EX 4X2,11,500000.0,84000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.04279279279279279,0.2955531407160608,1,1,1,2,25
1328,Hyundai Grand i10 Magna AT,6,650000.0,14510,Petrol,Broker,Automatic,First Owner,Hyundai,0.05630630630630631,-1.1944103032286901,4,0,0,0,10
1329,Maruti 800 AC,23,75000.0,44000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.004504504504504504,-0.5621031804494312,4,1,1,4,18
1330,Maruti Vitara Brezza ZDi,5,1000000.0,54000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.08783783783783783,-0.3476891001580582,1,1,1,0,18
1331,Mahindra Quanto C6,11,325000.0,93000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.027027027027027025,0.48852581297829656,1,1,1,2,17
1333,Maruti Wagon R LXI Minor,16,168750.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01295045045045045,-0.3476891001580582,4,1,1,0,18
1334,Maruti Ertiga SHVS ZDI,6,1100000.0,68000,Diesel,Broker,Manual,First Owner,Maruti,0.09684684684684683,-0.04750938775013598,1,0,1,0,18
1335,Hyundai i10 Magna 1.1L,9,287498.75,64000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Hyundai,0.023648536036036033,-0.1332750198666852,4,1,1,1,10
1336,Mahindra Bolero Power Plus SLX,6,843750.0,74000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.07376126126126126,0.08113906042468783,1,1,1,0,17
1337,Renault KWID RXT,7,281250.0,29000,Petrol,Direct Owner,Manual,First Owner,Renault,0.023085585585585582,-0.8837243008864907,4,1,1,0,23
1338,Tata New Safari DICOR 2.2 EX 4x2,11,437500.0,69000,Diesel,Broker,Manual,First Owner,Tata,0.037162162162162164,-0.02606797972099868,1,0,1,0,25
1339,Hyundai Creta 1.4 E Plus,5,1000000.0,56000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.08783783783783783,-0.3048062840997836,1,1,1,0,10
1340,Hyundai Creta 1.6 CRDi SX,7,668750.0,56600,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05799549549549549,-0.2919414392823012,1,1,1,0,10
1341,Maruti Swift Dzire VXi,14,312500.0,84659,Petrol,Broker,Manual,First Owner,Maruti,0.025900900900900897,0.3096830286072623,4,0,1,0,18
1342,Maruti Wagon R VXI BS IV,8,487500.0,36260,Petrol,Broker,Manual,First Owner,Maruti,0.041666666666666664,-0.7280596785949539,4,0,1,0,18
1343,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,19,212500.0,124000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.01689189189189189,1.153209461881553,1,1,1,0,17
1344,Maruti Swift 1.2 DLX,8,271250.0,49000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.02218468468468468,-0.4548961403037447,4,1,1,0,18
1345,Maruti Zen Estilo VXI BSIV,12,350000.0,37000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.029279279279279275,-0.7121930366533923,4,1,1,0,18
1346,Volkswagen Vento Diesel Highline,12,325000.0,101000,Diesel,Direct Owner,Manual,Third Owner,Volkswagen,0.027027027027027025,0.660057077211395,1,1,1,4,27
1347,Honda Jazz 1.5 SV i DTEC,8,562500.0,80000,Diesel,Direct Owner,Manual,First Owner,Honda,0.04842342342342342,0.20978750859951162,1,1,1,0,9
1348,Volkswagen Vento Petrol Highline AT,12,375000.0,74000,Petrol,Direct Owner,Automatic,Third Owner,Volkswagen,0.03153153153153153,0.08113906042468783,4,1,0,4,27
1349,Hyundai EON 1.0 Era Plus,9,287498.75,69000,Petrol,Broker,Manual,First Owner,Hyundai,0.023648536036036033,-0.02606797972099868,4,0,1,0,10
1350,Volkswagen Polo Diesel Comfortline 1.2L,11,281250.0,124000,Diesel,Direct Owner,Manual,First Owner,Volkswagen,0.023085585585585582,1.153209461881553,1,1,1,0,27
1352,Ford Fiesta 1.6 Duratec S,13,375000.0,74000,Petrol,Direct Owner,Manual,Second Owner,Ford,0.03153153153153153,0.08113906042468783,4,1,1,2,8
1353,Tata Nano LX SE,10,90000.0,29000,Petrol,Direct Owner,Manual,First Owner,Tata,0.005855855855855855,-0.8837243008864907,4,1,1,0,25
1354,Volkswagen Polo 1.0 MPI Trendline,11,338750.0,53000,Petrol,Broker,Manual,First Owner,Volkswagen,0.02826576576576576,-0.3691305081871955,4,0,1,0,27
1355,Maruti Baleno Delta 1.3,6,812500.0,24000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.07094594594594594,-0.9909313410321773,1,1,1,0,18
1356,Maruti Swift VXI,4,725000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.06306306306306306,-0.5621031804494312,4,1,1,0,18
1357,Hyundai EON LPG Magna Plus,8,300000.0,114000,LPG,Direct Owner,Manual,First Owner,Hyundai,0.02477477477477477,0.9387953815901798,3,1,1,0,10
1358,Toyota Etios Liva GD,11,431250.0,141250,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.0365990990990991,1.5230737503841714,1,1,1,2,26
1359,Mahindra TUV 300 Plus P4,5,1062500.0,34000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.09346846846846846,-0.7765172607408042,1,1,1,2,17
1360,Hyundai Santro LP zipPlus,22,65000.0,54000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.003603603603603603,-0.3476891001580582,4,1,1,4,10
1361,Mahindra Quanto C4,10,275000.0,104000,Diesel,Direct Owner,Manual,Fourth & Above Owner,Mahindra,0.022522522522522518,0.7243813012988068,1,1,1,1,17
1362,Toyota Corolla H2,18,218750.0,104000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Toyota,0.017454954954954954,0.7243813012988068,4,1,1,1,26
1363,Maruti Swift Dzire LXi,12,187500.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.014639639639639638,0.7243813012988068,4,1,1,2,18
1364,Hyundai Creta 1.4 EX Diesel,3,1312500.0,14000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.11599099099099097,-1.2053454213235502,1,1,1,0,10
1365,Fiat Punto 1.4 Emotion,13,206250.0,104000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Fiat,0.016328828828828825,0.7243813012988068,4,1,1,1,6
1366,Tata Indica Vista Aqua 1.2 Safire BSIV,13,121250.0,132000,Petrol,Direct Owner,Manual,First Owner,Tata,0.008671171171171171,1.3247407261146513,4,1,1,0,25
1367,Maruti Wagon R LX,20,75000.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.004504504504504504,0.7243813012988068,4,1,1,2,18
1368,Maruti Esteem Lxi - BSIII,17,112500.0,94000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.007882882882882882,0.5099672210074339,4,1,1,0,18
1369,Honda City 1.5 V MT,14,312500.0,74000,Petrol,Direct Owner,Manual,Third Owner,Honda,0.025900900900900897,0.08113906042468783,4,1,1,4,9
1370,Maruti Alto K10 LXI,13,218750.0,68000,Petrol,Broker,Manual,First Owner,Maruti,0.017454954954954954,-0.04750938775013598,4,0,1,0,18
1371,Maruti Swift Dzire VDI,8,400000.0,64000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.033783783783783786,-0.1332750198666852,1,1,1,0,18
1373,Mahindra Scorpio SLE BSIV,9,687500.0,104000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.059684684684684686,0.7243813012988068,1,1,1,2,17
1374,Ford Ecosport 1.5 DV5 MT Titanium,8,687500.0,139000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.059684684684684686,1.4748305823186123,1,1,1,2,8
1376,Maruti Ritz VDi,12,350000.0,124000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.029279279279279275,1.153209461881553,1,1,1,2,18
1377,Maruti Ertiga SHVS ZDI Plus,6,1250000.0,44000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.11036036036036034,-0.5621031804494312,1,1,1,0,18
1378,Maruti Ignis 1.2 Delta BSIV,4,625000.0,19000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.05405405405405405,-1.0981383811778638,4,1,1,0,18
1379,Toyota Etios VD,7,812500.0,163000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.07094594594594594,1.9894243750179077,1,1,1,0,26
1380,Toyota Innova 2.5 G (Diesel) 8 Seater,8,1063750.0,57652,Diesel,Broker,Manual,First Owner,Toyota,0.09358108108108107,-0.26938507803564876,1,0,1,0,26
1381,Tata Manza Aura Safire BS IV,10,250000.0,64000,Petrol,Direct Owner,Manual,First Owner,Tata,0.020270270270270268,-0.1332750198666852,4,1,1,0,25
1382,Volkswagen Polo Diesel Trendline 1.2L,11,331250.0,59000,Diesel,Direct Owner,Manual,Second Owner,Volkswagen,0.027590090090090086,-0.24048206001237168,1,1,1,2,27
1383,Hyundai Verna 1.6 SX VTVT,6,812500.0,27000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.07094594594594594,-0.9266071169447653,4,1,1,0,10
1384,Tata Sumo Gold EX BSIII,7,625000.0,64000,Diesel,Direct Owner,Manual,First Owner,Tata,0.05405405405405405,-0.1332750198666852,1,1,1,0,25
1385,Honda Amaze EX i-Dtech,9,512498.75,60541,Diesel,Broker,Manual,First Owner,Honda,0.043918806306306304,-0.20744085023947112,1,0,1,0,9
1386,Maruti Swift Dzire ZDI,8,781250.0,84000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.06813063063063061,0.2955531407160608,1,1,1,0,18
1387,Maruti A-Star Lxi,15,150000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01126126126126126,-0.5621031804494312,4,1,1,0,18
1388,Hyundai EON Magna Plus,7,275000.0,47700,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.022522522522522518,-0.4827699707416232,4,1,1,0,10
1389,Ford Figo Diesel Titanium,12,237500.0,114000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.019144144144144143,0.9387953815901798,1,1,1,2,8
1390,Toyota Innova 2.5 E 8 STR,11,358750.0,74000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.030067567567567562,0.08113906042468783,1,1,1,0,26
1391,Maruti Alto LX,12,181250.0,29000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.014076576576576577,-0.8837243008864907,4,1,1,0,18
1392,Maruti Swift Dzire 1.2 Vxi BSIV,9,493750.0,56000,Petrol,Broker,Manual,Second Owner,Maruti,0.04222972972972973,-0.3048062840997836,4,0,1,2,18
1393,Chevrolet Beat Diesel LS,11,150000.0,114000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.01126126126126126,0.9387953815901798,1,1,1,0,3
1394,Mahindra Thar DI 4X4 PS,7,875000.0,54000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.07657657657657657,-0.3476891001580582,1,1,1,0,17
1395,Maruti Ertiga VXI ABS,10,437500.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.037162162162162164,-0.5621031804494312,4,1,1,0,18
1397,Maruti Swift Dzire VXi,13,462500.0,101000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.039414414414414414,0.660057077211395,4,1,1,2,18
1398,Maruti Wagon R AMT VXI Option,5,462500.0,19000,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.039414414414414414,-1.0981383811778638,4,1,0,0,18
1399,Mahindra Verito 1.5 D2 BSIII,9,312500.0,34000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.025900900900900897,-0.7765172607408042,1,1,1,0,17
1401,Maruti 800 Std,10,250000.0,64000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.020270270270270268,-0.1332750198666852,4,1,1,0,18
1402,Mahindra Xylo D2 BS IV,8,543748.75,104000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.04673412162162162,0.7243813012988068,1,1,1,4,17
1403,Maruti Celerio VDi,8,487500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.041666666666666664,0.08113906042468783,1,1,1,2,18
1404,Fiat Grande Punto Active (Diesel),14,156250.0,99000,Diesel,Direct Owner,Manual,Second Owner,Fiat,0.011824324324324323,0.6171742611531204,1,1,1,2,6
1406,Maruti Swift ZDi BSIV,8,718750.0,64000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.06249999999999999,-0.1332750198666852,1,1,1,0,18
1407,Hyundai i10 Era 1.1,15,200000.0,114000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.015765765765765764,0.9387953815901798,4,1,1,4,10
1408,Toyota Etios Liva GD,11,512498.75,60000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.043918806306306304,-0.21904065198323439,1,1,1,0,26
1409,Tata Indigo TDI,10,156250.0,129000,Diesel,Direct Owner,Manual,First Owner,Tata,0.011824324324324323,1.2604165020272393,1,1,1,0,25
1410,Honda City i VTEC SV,9,775000.0,40000,Petrol,Direct Owner,Manual,First Owner,Honda,0.06756756756756756,-0.6478688125659804,4,1,1,0,9
1411,Maruti Alto 800 LXI CNG,10,306250.0,68111,CNG,Broker,Manual,First Owner,Maruti,0.025337837837837836,-0.04512939145890174,0,0,1,0,18
1412,Maruti S-Cross Zeta DDiS 200 SH,5,1268750.0,24000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.11204954954954954,-0.9909313410321773,1,1,1,0,18
1413,Tata Indigo CS LE (TDI) BS-III,12,118750.0,119000,Diesel,Direct Owner,Manual,Fourth & Above Owner,Tata,0.008445945945945946,1.0460024217358663,1,1,1,1,25
1414,Maruti Alto LX,16,125000.0,56000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.009009009009009009,-0.3048062840997836,4,1,1,2,18
1415,Maruti Swift VDI BSIV,9,572500.0,84000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.04932432432432432,0.2955531407160608,1,1,1,0,18
1416,Mahindra Bolero Power Plus Plus AC BSIV PS,8,400000.0,54000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.033783783783783786,-0.3476891001580582,1,1,1,4,17
1417,Maruti Baleno Alpha 1.3,7,762500.0,104000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.06644144144144143,0.7243813012988068,1,1,1,0,18
1418,Hyundai Santro Xing XK (Non-AC),16,125000.0,54000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.009009009009009009,-0.3476891001580582,4,1,1,0,10
1419,Maruti Alto 800 LXI,10,1125000.0,64000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.09909909909909909,-0.1332750198666852,4,1,1,2,18
1420,Ford Endeavour 2.5L 4X2 MT,12,687500.0,58000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.059684684684684686,-0.261923468041509,1,1,1,2,8
1421,Hyundai EON Era Plus Option,9,331250.0,59000,Petrol,Broker,Manual,First Owner,Hyundai,0.027590090090090086,-0.24048206001237168,4,0,1,0,10
1422,Chevrolet Enjoy TCDi LT 7 Seater,9,375000.0,150000,Diesel,Direct Owner,Manual,First Owner,Chevrolet,0.03153153153153153,1.7106860706391227,1,1,1,0,3
1423,Hyundai EON Era Plus,5,337500.0,24000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.02815315315315315,-0.9909313410321773,4,1,1,0,10
1424,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,11,247500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.02004504504504504,0.08113906042468783,1,1,1,2,25
1425,Maruti Alto 800 LXI,4,375000.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.03153153153153153,-0.3476891001580582,4,1,1,0,18
1426,Maruti Swift Dzire ZDI,8,606248.75,94000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.05236475225225225,0.5099672210074339,1,1,1,2,18
1427,Mahindra Bolero SLX,16,375000.0,104000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.03153153153153153,0.7243813012988068,1,1,1,2,17
1428,Chevrolet Captiva LT,15,312500.0,104000,Diesel,Direct Owner,Manual,Fourth & Above Owner,Chevrolet,0.025900900900900897,0.7243813012988068,1,1,1,1,3
1429,Hyundai Santro Xing GLS,9,312500.0,54000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.025900900900900897,-0.3476891001580582,4,1,1,2,10
1430,Toyota Innova 2.5 V Diesel 8-seater,15,625000.0,158000,Diesel,Direct Owner,Manual,Third Owner,Toyota,0.05405405405405405,1.882217334872221,1,1,1,4,26
1431,Tata Spacio SA 6 Seater,14,262500.0,79000,Diesel,Direct Owner,Manual,First Owner,Tata,0.021396396396396393,0.18834610057037432,1,1,1,0,25
1432,Mahindra Quanto C6,10,356250.0,124000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.02984234234234234,1.153209461881553,1,1,1,2,17
1433,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,18,387500.0,124000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.03265765765765766,1.153209461881553,1,1,1,2,26
1434,Maruti Wagon R VXI BS IV,8,400000.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.033783783783783786,-0.5621031804494312,4,1,1,0,18
1435,Honda Mobilio V i DTEC,9,375000.0,154000,Diesel,Direct Owner,Manual,First Owner,Honda,0.03153153153153153,1.796451702755672,1,1,1,0,9
1436,Maruti Esteem Vxi,18,125000.0,24000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.009009009009009009,-0.9909313410321773,4,1,1,2,18
1438,Hyundai Creta 1.6 CRDi SX,7,668750.0,56600,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05799549549549549,-0.2919414392823012,1,1,1,0,10
1439,Hyundai EON Era Plus,6,312500.0,23000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,-1.0123727490613146,4,1,1,0,10
1441,Ford Figo Diesel EXI,9,350000.0,93741,Diesel,Broker,Manual,Second Owner,Ford,0.029279279279279275,0.5044138963278872,1,0,1,2,8
1442,Ford Aspire Titanium Plus BSIV,5,977500.0,18000,Petrol,Broker,Manual,First Owner,Ford,0.0858108108108108,-1.119579789207001,4,0,1,0,8
1443,Tata Nano CX SE,8,137500.0,49000,Petrol,Broker,Manual,First Owner,Tata,0.010135135135135134,-0.4548961403037447,4,0,1,0,25
1444,Hyundai i20 Magna 1.2,8,675000.0,9000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.05855855855855856,-1.3125524614692368,4,1,1,0,10
1445,Tata Indigo Grand Dicor,9,281250.0,124000,Diesel,Direct Owner,Manual,First Owner,Tata,0.023085585585585582,1.153209461881553,1,1,1,0,25
1447,Hyundai Verna 1.6 SX,11,625000.0,134000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05405405405405405,1.367623542172926,1,1,1,0,10
1448,Maruti Ciaz S 1.3,5,1062500.0,34000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.09346846846846846,-0.7765172607408042,1,1,1,0,18
1449,Maruti Wagon R LXI Minor,13,281250.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.7243813012988068,4,1,1,2,18
1450,Maruti Vitara Brezza VDi,7,873750.0,43503,Diesel,Broker,Manual,First Owner,Maruti,0.07646396396396396,-0.5727595602399125,1,0,1,0,18
1451,Tata Sumo Gold EX,7,637498.75,46000,Diesel,Direct Owner,Manual,First Owner,Tata,0.05518006756756757,-0.5192203643911566,1,1,1,0,25
1452,Mahindra KUV 100 mFALCON G80 K8 5str,6,750000.0,57000,Petrol,Direct Owner,Manual,First Owner,Mahindra,0.0653153153153153,-0.2833648760706463,4,1,1,0,17
1453,Hyundai Grand i10 1.2 CRDi Asta,4,943750.0,12000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.08277027027027026,-1.2482282373818248,1,1,1,0,10
1454,Hyundai EON Sportz,11,187500.0,59766,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.014639639639639638,-0.22405794146205252,4,1,1,2,10
1455,Maruti Ciaz ZDi,9,687500.0,94000,Diesel,Broker,Manual,Second Owner,Maruti,0.059684684684684686,0.5099672210074339,1,0,1,2,18
1456,Maruti Alto K10 VXI,6,437500.0,29000,Petrol,Broker,Manual,First Owner,Maruti,0.037162162162162164,-0.8837243008864907,4,0,1,0,18
1457,Hyundai Verna CRDi,14,337500.0,84000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.02815315315315315,0.2955531407160608,1,1,1,2,10
1458,Chevrolet Beat LT,13,162500.0,84000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.012387387387387387,0.2955531407160608,4,1,1,2,3
1459,Hyundai Verna i (Petrol),16,153750.0,54000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.011599099099099099,-0.3476891001580582,4,1,1,2,10
1460,Maruti Alto LXi,16,118750.0,89000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.008445945945945946,0.40276018086174736,4,1,1,2,18
1461,Mahindra TUV 300 T8,7,862500.0,79000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.07545045045045044,0.18834610057037432,1,1,1,0,17
1463,Mahindra Scorpio LX BSIV,11,436250.0,154000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.037049549549549546,1.796451702755672,1,1,1,0,17
1464,Hyundai i10 Sportz 1.2,13,156250.0,64000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.011824324324324323,-0.1332750198666852,4,1,1,4,10
1465,Mahindra Bolero SLX 2WD BSIII,12,537500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.04617117117117117,0.08113906042468783,1,1,1,2,17
1466,Mahindra Xylo D2,14,281250.0,124000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.023085585585585582,1.153209461881553,1,1,1,2,17
1467,Hyundai i20 1.4 Magna ABS,14,225000.0,64000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.018018018018018014,-0.1332750198666852,1,1,1,2,10
1468,Ford Endeavour 2.5L 4X2 MT,14,625000.0,109000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.05405405405405405,0.8315883414444933,1,1,1,2,8
1469,Hyundai Grand i10 1.2 Kappa Magna BSIV,3,681250.0,9000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.05912162162162162,-1.3125524614692368,4,1,1,0,10
1470,Hyundai Grand i10 CRDi Sportz,8,512498.75,62000,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.043918806306306304,-0.1761578359249598,1,1,1,0,10
1471,Hyundai Xcent 1.2 Kappa S,8,468750.0,59000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.03997747747747748,-0.24048206001237168,4,1,1,0,10
1472,Hyundai Santro Xing GLS CNG,13,162500.0,102000,CNG,Direct Owner,Manual,Second Owner,Hyundai,0.012387387387387387,0.6814984852405322,0,1,1,2,10
1473,Maruti Alto LX,12,188750.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.014752252252252252,-0.5621031804494312,4,1,1,0,18
1474,Renault KWID Climber 1.0 AMT BSIV,6,437500.0,11658,Petrol,Broker,Automatic,First Owner,Renault,0.037162162162162164,-1.2555611989277897,4,0,0,0,23
1475,Maruti Eeco 5 Seater AC BSIV,6,531250.0,12352,Petrol,Broker,Manual,First Owner,Maruti,0.04560810810810811,-1.2406808617555685,4,0,1,0,18
1476,Honda Mobilio V i VTEC,8,750000.0,49000,Petrol,Direct Owner,Manual,First Owner,Honda,0.0653153153153153,-0.4548961403037447,4,1,1,0,9
1477,Maruti SX4 Zxi BSIII,16,200000.0,84000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.015765765765765764,0.2955531407160608,4,1,1,4,18
1478,Hyundai Verna CRDi 1.6 SX,4,1250000.0,29000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.11036036036036034,-0.8837243008864907,1,1,1,2,10
1479,Maruti Alto K10 VXI Airbag,6,362500.0,64000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.030405405405405404,-0.1332750198666852,4,1,1,0,18
